2582	375150
2300	156095
2181	1331301
2206	2307293
2071	5917562
2194	4114998
2537	1845015
2364	3661398
2685	3879278
2701	4887233
2482	316992
2511	5076232
2473	101243
2998	6153063
2131	5949001
2455	1656482
2368	72824
2688	296875
2810	5274787
2216	384748
2288	5800483
2096	2608077
2008	629063
2088	549016
2949	410443
2502	5334529
2896	4583194
2193	184027
2133	5065959
2327	352743
2385	1206778
2265	3054818
2681	2460719
2995	5135686
2934	1899422
2559	5826951
2230	4587624
2520	1942253
2955	5738167
2673	4144207
2105	2785684
2836	3391868
2609	2584197
2603	4325272
2646	4939077
2278	28940
2286	1461724
2974	5834980
2105	1300494
2185	671502
2346	1086065
2629	1841786
2204	2239639
2509	3020284
2116	3118414
2020	2439005
2386	6229109
2701	4914812
2021	879338
2437	5727838
2981	5323844
2635	6163466
2885	6148419
2055	4400237
2265	5190935
2054	5517205
2238	1271349
2398	444755
2074	3634016
2933	622596
2998	6165499
2376	6155289
2307	5834457
2709	4916370
2724	4026908
2666	3270687
2358	4417569
2821	1538381
2484	5525696
2074	547040
2768	1885975
2659	2046632
2032	1732905
2909	4701239
2615	2074638
2416	3949448
2107	5584081
2817	450934
2480	1595773
2194	2062539
2488	4737047
2198	6065386
2920	1929485
2616	1621769
2810	507783
2601	4194064
2954	113649
2945	366961
2769	2638290
2933	506536
2294	6037597
2176	5952792
2679	2156422
2386	2935423
2629	1283758
2707	5851207
2838	5673694
2188	1604915
2088	4284644
2842	2672513
2016	2905332
2658	1556596
2710	2272200
2106	526915
2239	3960130
2656	4790132
2242	5556644
2973	2187186
2372	5687821
2125	3746003
2450	551605
2614	4282299
2134	6189005
2452	4885307
2425	906481
2842	5690727
2642	1181458
2308	2797506
2037	4501017
2917	2555888
2480	4241009
2253	189921
2531	1136576
2497	1816464
2302	416344
2761	3194380
2548	532515
2576	2068102
2504	1829383
2885	294920
2201	2469550
2418	306645
2465	1800842
2870	619908
2602	4269132
2443	3442004
2984	1246174
2765	3960352
2773	2593809
2021	6065552
2460	1402836
2272	2805307
2992	4796406
2814	3955267
2155	1945855
2892	6057576
2448	3411677
2649	4785896
2529	2164776
2306	4122112
2118	2860590
2851	3622840
2226	5080322
2547	1906348
2281	5549117
2078	4613180
2699	4399199
2667	1004355
2621	1935565
2069	4556253
2591	4107221
2713	816341
2283	3236382
2982	6139608
2884	2703126
2771	3383227
2379	5745247
2585	566095
2012	4692157
2976	2471111
2480	257168
2659	6106376
2509	5696826
2236	6133209
2007	2990166
2615	4180962
2862	6042376
2144	66550
2746	3605185
2849	6006370
2799	4185634
2898	4171060
2327	5577255
2723	48977
2369	2855323
2302	1358723
2811	2047272
2695	1292999
2804	5908643
2979	4682586
2619	2351979
2012	4279694
2518	3863011
2526	1794928
2868	4069412
2615	4974109
2424	3559939
2480	1143366
2248	4024518
2891	2600257
2460	6051062
2439	4679360
2379	3306148
2773	1599402
2779	188688
2772	480221
2907	2407291
2839	762055
2638	5849508
2350	4276364
2658	5486114
2944	3323118
2461	5137027
2899	489854
2124	1885421
2990	2255751
2394	2901
2282	2912482
2802	1701914
2244	4729225
2217	4443845
2613	1408383
2573	1098361
2182	4306623
2137	5171772
2440	622252
2059	5562200
2781	5409862
2543	1075292
2318	571893
2599	183561
2067	5554509
2580	4791947
2101	3758906
2969	3873016
2465	5948298
2707	1851842
2167	4048768
2267	5421457
2398	4846059
2619	5371924
2246	132858
2312	5536466
2173	386004
2885	5541686
2910	2866192
2206	2985148
2475	3053863
2901	5154978
2490	2291180
2423	4230468
2566	1954242
2259	4672442
2479	1675187
2797	1951860
2493	5598261
2183	2163626
2882	2299947
2349	5139064
2375	4969088
2983	5640050
2021	4382065
2606	1410933
2035	6194273
2860	996078
2578	4200219
2471	5164760
2264	3410784
2331	2657214
2635	4150560
2893	5235648
2320	4036262
2207	910348
2078	4881074
2115	2617750
2343	3421952
2997	5826390
2844	3365139
2840	5213123
2325	4372049
2327	1426890
2597	5790801
2247	1466902
2679	6069313
2598	3569356
2738	4057317
2955	462216
2630	5680689
2664	3521856
2174	1545440
