29	331578
59	348154
53	184487
51	208452
24	460840
38	430573
56	24634
122	154937
88	333926
126	906889
110	258572
107	263752
150	881395
219	506667
145	257879
136	734049
338	460207
309	136254
347	763822
311	662743
311	807225
289	718454
383	899069
379	385536
454	326651
458	977153
377	388682
440	435123
530	32184
595	25126
542	412376
561	81123
584	580878
531	104403
532	411043
578	225769
480	722607
641	975661
712	945977
708	183849
735	1930
686	694812
711	986289
693	504452
834	164725
790	684151
786	150080
837	692312
773	588692
821	535380
833	576505
789	472725
815	950259
944	578374
1007	191063
874	449956
918	448753
1007	828771
935	404953
906	493145
951	147407
1003	937544
1122	309026
1123	57825
1021	398743
1047	240406
1020	80291
1032	782170
1048	787730
1086	240227
1052	666452
1089	406100
1120	305153
1113	77633
1123	83069
1023	869505
1240	446912
1139	492806
1143	714407
1177	35594
1236	114452
1199	164594
1149	735699
1234	912262
1171	949190
1267	34524
1185	866285
1289	986867
1316	579298
1390	44933
1283	371412
1358	550635
1278	906340
1323	358362
1272	639153
1368	160879
1271	740165
1372	351867
1340	543007
1434	703912
1454	274447
1548	844854
1464	205987
1541	996593
1549	896692
1550	436818
1527	838965
1498	579552
1426	165654
1479	198326
1559	624746
1423	116528
1649	377257
1583	333332
1679	782404
1700	576149
1678	292338
1626	848702
1698	817619
1703	723028
1691	890664
1691	513426
1626	737886
1703	400295
1568	397341
1628	363684
1595	766031
1747	793980
1659	796943
1792	311539
1777	459498
1888	301950
1940	91553
1813	747734
1899	977411
1937	816703
1924	828337
1853	649680
1853	431351
1845	113292
1874	832013
1859	346216
1811	360784
1891	8339
1879	879803
1943	272989
1808	622258
1923	790360
1915	872324
1937	719509
1795	574406
1902	590211
1933	790489
1816	965823
1842	774617
1934	586334
2176	30731
2027	305571
2191	624018
2153	494967
2048	220680
2105	684881
2133	206385
2211	7383
1990	118066
2227	26456
1970	141225
2010	157372
2059	46431
1963	982049
2168	630876
2118	307721
2142	522849
2202	755394
2011	659284
2229	24867
2205	695050
2118	886144
2035	437709
2258	278298
2526	981910
2412	517068
2263	943674
2488	931388
2511	848147
2536	384932
2247	454445
2242	496257
2267	633357
2428	642309
2393	11010
2517	944302
2577	499369
2285	262130
2551	511738
2573	880550
2556	254674
2280	255174
2261	958369
2239	902520
2366	759503
2313	412830
2477	670361
2481	359745
2283	255711
2246	945601
2591	847655
2291	161291
2734	812132
2645	223562
2616	143548
2847	801776
2932	945521
2826	632479
2741	541770
2885	6093
2666	115027
2936	625545
2817	664909
2958	35759
2909	679536
2861	972109
2769	933717
2822	533123
2901	727778
2833	847043
2648	774654
2809	622187
2990	842419
2760	631904
2820	628458
2792	425296
2611	798899
2792	581934
3077	721194
2871	613047
2802	480427
3031	2239
2734	198150
2863	71420
3289	258818
3271	651954
3489	520355
3638	613571
3152	673570
3579	133165
3272	334475
3501	340001
3682	95793
3905	232727
3453	86858
3161	935130
3932	462047
3421	969438
3128	590647
3491	620602
3689	918666
3704	94943
3169	559704
3524	613820
3320	587052
3473	91964
3582	259497
3382	396900
3283	54459
4006	35840
3335	703127
3744	212259
3683	879744
3558	625655
3120	37796
3138	986270
3178	438273
3458	825843
3792	386645
4762	733230
4146	230661
4709	18205
4039	597970
4481	859827
4752	864962
4779	137859
4855	197813
4569	924784
4992	925752
4227	693626
4997	989620
4830	241977
4914	885919
4456	101622
4749	170211
4058	851446
4238	659835
4832	684204
4110	924808
4361	710742
5077	979759
4847	79761
4418	469343
4915	937474
4927	753802
4229	536495
4576	203299
4934	577100
4931	514532
4727	740575
4028	526303
5060	591828
5052	20084
4186	338634
4204	486028
4547	621216
4799	67253
4841	406794
4103	496104
4573	387364
4724	295211
4673	821072
5009	863614
4304	384815
4106	940843
4041	913842
5067	308373
4468	834680
4304	427514
4428	355291
4190	852637
4103	151578
4411	288081
4845	543525
5069	429887
4593	581456
4271	621326
4309	52689
4120	255863
4258	712230
4360	373043
6519	890051
6018	881600
6544	334499
5406	740972
5388	69553
6546	95376
5174	714999
5811	312263
6427	423795
6377	660979
5354	839552
6005	493204
6333	310841
5762	438690
5378	88499
6423	107340
5260	184536
5692	215101
6047	324100
5714	723862
6108	918293
6130	654602
5330	651798
5568	617123
5733	226926
5507	285936
5905	467689
6285	644090
6118	715364
6574	441157
5800	704729
5584	656931
5783	667644
5464	795679
5582	694655
5272	327832
6062	123631
5106	554277
5229	95197
6034	985554
6220	387020
6331	170571
6078	859311
6052	329902
5998	330451
6383	267921
5902	377218
6033	141805
6417	119571
5819	687384
6576	485645
5253	333305
5361	727289
6438	845904
8204	573787
7334	133198
6891	399228
8023	298811
7783	758131
7826	868734
7155	438094
8046	723124
6770	854396
6996	805335
7770	117497
6601	146155
7904	524272
7931	808640
8315	956933
8301	531718
7356	952643
6711	27506
7559	539932
8226	609105
8167	471621
6588	887844
7746	795317
8080	582177
7339	797216
8246	394089
7636	749362
8390	175701
6839	812587
6661	133600
8150	608080
6769	822512
7715	281793
7371	344054
6837	72311
7470	815481
7261	462179
7323	750260
7557	611532
7301	18782
7954	192933
7542	611167
8267	685221
7003	242051
7427	534556
7543	548454
6956	107999
7732	519403
8257	300418
6975	826027
8027	213887
6826	552071
6942	795427
7804	608933
7558	762313
7836	455642
7734	801288
8243	304691
8285	142665
7714	629385
8190	765533
7472	200713
6678	881121
6892	772480
7590	63334
8602	809017
10075	373631
9393	967702
10249	762587
8953	735147
8595	611961
8681	859473
9932	193656
8592	80484
8706	197279
10067	561202
9032	976738
10249	998838
9518	331246
9458	646578
9739	441631
9690	162913
8898	241527
9981	808048
9799	982507
9488	658209
10278	700866
9370	824878
9786	600850
10448	490502
8934	550576
9808	88160
10516	756242
9279	857365
9421	829801
